"EF.ID","X1996.Source.Sink.Categories..CODE1.....","X2006.Source.Sink.Categories..CODE1.....","Gases..ID1.ID2.....","Fuel.1996..ID.","Fuel.2006..ID.","C.pool","Description","Technologies.Practices","Abatement.Control.technologies","Parameters.Conditions","Region.Regional.conditions","Other.Properties","Value","Unit..ID.","Value.in.Common.Units","Common.Unit","Equation","IPCC.Worksheet.Number","Source.of.Data","Full.Technical.Reference","URL","Reference.Language","Abstract.in.English","Lower.Confidence.Limit","Upper.Confidence.Limit","Data.Quality","Data.Quality.Reference","Other.Info.on.Data.Quality","Distribution.Shape..ID.","Type.of.Parameter..ID.","Measurement.Technique.Standard","Periodicity.of.Measurement","External.Quality.Control.Performed","Date.of.Measurement","Date.Calculated","Comments.from.Data.Provider","Data.Provider","Data.Provider.Country..CODE.","Data.Provider.Contact..email.address.","Date.Submitted.to.EFDB.by.Data.Provider..yyyy.mm.dd.","Date.Posted.to.EFDB.by.TSU","measurement.ID","citation.ID","send_SI"
"","5-FL-1","3.B.1.a","CARBON DIOXIDE (006)","","","Classified otherwise (OTH)","Biomass (biomass)","","","FAO ecological zone: Tropical moist forest; vegetation type: Trees, broadleaf, deciduous or with dominant deciduous component ; stand age: mature","country: India; state/province/region: Uttaranchal; nearest city: Bhabhar; geographic coordinates: 29.78, 78.63; elevation: 525 m; continent: Asia; Koeppen climate zone: Cwa; mean annual temperature: 20.4 degrees C; annual precipitation: 2030 mm yr-1","ForC site: FT12 Laldhang Shorea (ID#: 620); ForC plot: Moist Bhabhar Shorea robusta F. (Sal) (ID#: 849); ForC measurement ID: 5356; Date of Measurement: 2009; disturbance type: No disturbance; variable description: Total carbon in live biomass (above and below-ground).",159.38,"tonnes C/ha (274)","","NA ","Equations 2.14, 2.16","","Peer-reviewed journal","Sharma, C. M., Baduni, N. P., Gairola, S., Ghildiyal, S. K., & Suyal, S. (2010). Tree diversity and carbon stocks of some major forest types of Garhwal Himalaya, India. Forest Ecology and Management, 260(12), 2170-2179. doi:10.1016/j.foreco.2010.09.014","https://www.sciencedirect.com/science/article/pii/S0378112710005463?via%3Dihub","English","Four forest stands each of twenty major forest types in sub-tropical to temperate zones (350Â m asl-3100Â m asl) of Garhwal Himalaya were studied. The aim of the study was to assess the stem density, tree diversity, biomass and carbon stocks in these forests and make recommendations for forest management based on priorities for biodiversity protection and carbon sequestration. Stem density ranged between 295 and 850Â NÂ ha-1, while total biomass ranged from 129 to 533Â MgÂ ha-1. Total carbon storage ranged between 59 and 245Â MgÂ ha-1. The range of Shannon-Wiener diversity index was between 0.28 and 1.75. Most of the conifer-dominated forest types had higher carbon storage than broadleaf-dominated forest types. Protecting conifer-dominated stands, especially those dominated by Abies pindrow and Cedrus deodara, would have the largest impact, per unit area, on reducing carbon emissions from deforestation.","118.396","200.364","","","","","Other [e.g. Compiled] (3)","","","","","","confidence notes: 95%CI post-generated using z = 1.96 and se = 20.91; Data imported from the Global Forest Carbon database (ForC; https://forc-db.github.io/) : Anderson-Teixeira, K. J., M. M. H. Wang, J. C. McGarvey, V. Herrmann, A. J. Tepley, B. P. Bond-Lamberty, and D. S. LeBauer (2018) ForC: a global database of forest carbon stocks and fluxes. Ecology. DOI: 10.1002/ecy.2229.","ForC Database Team (lead: Kristina Anderson-Teixeira, Smithsonian Institution)","United States of America (USA)","TeixeiraK@si.edu",2021-10-08,"",5356,"Sharma_2010_tdac",0
"","5-FL-1","3.B.1.a","CARBON DIOXIDE (006)","","","Below-ground biomass [BGB] (BGB)","Biomass: root component (biomass_root)","","","FAO ecological zone: Tropical moist forest; vegetation type: Trees, broadleaf, deciduous or with dominant deciduous component ; stand age: mature","country: India; state/province/region: Uttaranchal; nearest city: Bhabhar; geographic coordinates: 29.78, 78.63; elevation: 525 m; continent: Asia; Koeppen climate zone: Cwa; mean annual temperature: 20.4 degrees C; annual precipitation: 2030 mm yr-1","ForC site: FT12 Laldhang Shorea (ID#: 620); ForC plot: Moist Bhabhar Shorea robusta F. (Sal) (ID#: 849); ForC measurement ID: 5357; Date of Measurement: 2009; disturbance type: No disturbance; variable description: Total carbon in root biomass",19.6,"tonnes C/ha (274)","","NA ","Equations 2.14, 2.16","","Peer-reviewed journal","Sharma, C. M., Baduni, N. P., Gairola, S., Ghildiyal, S. K., & Suyal, S. (2010). Tree diversity and carbon stocks of some major forest types of Garhwal Himalaya, India. Forest Ecology and Management, 260(12), 2170-2179. doi:10.1016/j.foreco.2010.09.014","https://www.sciencedirect.com/science/article/pii/S0378112710005463?via%3Dihub","English","Four forest stands each of twenty major forest types in sub-tropical to temperate zones (350Â m asl-3100Â m asl) of Garhwal Himalaya were studied. The aim of the study was to assess the stem density, tree diversity, biomass and carbon stocks in these forests and make recommendations for forest management based on priorities for biodiversity protection and carbon sequestration. Stem density ranged between 295 and 850Â NÂ ha-1, while total biomass ranged from 129 to 533Â MgÂ ha-1. Total carbon storage ranged between 59 and 245Â MgÂ ha-1. The range of Shannon-Wiener diversity index was between 0.28 and 1.75. Most of the conifer-dominated forest types had higher carbon storage than broadleaf-dominated forest types. Protecting conifer-dominated stands, especially those dominated by Abies pindrow and Cedrus deodara, would have the largest impact, per unit area, on reducing carbon emissions from deforestation.","Unknown","Unknown","","","","","Other [e.g. Compiled] (3)","","","","","","Data imported from the Global Forest Carbon database (ForC; https://forc-db.github.io/) : Anderson-Teixeira, K. J., M. M. H. Wang, J. C. McGarvey, V. Herrmann, A. J. Tepley, B. P. Bond-Lamberty, and D. S. LeBauer (2018) ForC: a global database of forest carbon stocks and fluxes. Ecology. DOI: 10.1002/ecy.2229.","ForC Database Team (lead: Kristina Anderson-Teixeira, Smithsonian Institution)","United States of America (USA)","TeixeiraK@si.edu",2021-10-08,"",5357,"Sharma_2010_tdac",0
"","5-FL-1","3.B.1.a","CARBON DIOXIDE (006),CARBON MONOXIDE (005),METHANE (004),NITROGEN OXIDES (NO+NO2) (002),NITROUS OXIDE (007)","","","Above-ground biomass [AGB] (AGB)","Aboveground Biomass (biomass_ag)","","","FAO ecological zone: Tropical moist forest; vegetation type: Trees, broadleaf, deciduous or with dominant deciduous component ; stand age: mature","country: India; state/province/region: Duggada; nearest city: Kotdwar; geographic coordinates: 29.78, 78.63; elevation: 1000 m; continent: Asia; Koeppen climate zone: Cwa; mean annual temperature: 20.4 degrees C; annual precipitation: 950 mm yr-1","ForC site: FT13 Banchuri-Sara (ID#: 621); ForC plot: Dry Siwalik Shorea robusta Gaertn. F. (Sal) (ID#: 850); ForC measurement ID: 5358; Date of Measurement: 2009; disturbance type: No disturbance; variable description: Total live aboveground biomass.",143.63,"tonnes dry matter/ha (954)","","NA ","Equations 2.14, 2.16, 2.27","","Peer-reviewed journal","Sharma, C. M., Baduni, N. P., Gairola, S., Ghildiyal, S. K., & Suyal, S. (2010). Tree diversity and carbon stocks of some major forest types of Garhwal Himalaya, India. Forest Ecology and Management, 260(12), 2170-2179. doi:10.1016/j.foreco.2010.09.014","https://www.sciencedirect.com/science/article/pii/S0378112710005463?via%3Dihub","English","Four forest stands each of twenty major forest types in sub-tropical to temperate zones (350Â m asl-3100Â m asl) of Garhwal Himalaya were studied. The aim of the study was to assess the stem density, tree diversity, biomass and carbon stocks in these forests and make recommendations for forest management based on priorities for biodiversity protection and carbon sequestration. Stem density ranged between 295 and 850Â NÂ ha-1, while total biomass ranged from 129 to 533Â MgÂ ha-1. Total carbon storage ranged between 59 and 245Â MgÂ ha-1. The range of Shannon-Wiener diversity index was between 0.28 and 1.75. Most of the conifer-dominated forest types had higher carbon storage than broadleaf-dominated forest types. Protecting conifer-dominated stands, especially those dominated by Abies pindrow and Cedrus deodara, would have the largest impact, per unit area, on reducing carbon emissions from deforestation.","129.204","158.056","","","","","Other [e.g. Compiled] (3)","","","","","","confidence notes: 95%CI post-generated using z = 1.96 and se = 7.36; Data imported from the Global Forest Carbon database (ForC; https://forc-db.github.io/) : Anderson-Teixeira, K. J., M. M. H. Wang, J. C. McGarvey, V. Herrmann, A. J. Tepley, B. P. Bond-Lamberty, and D. S. LeBauer (2018) ForC: a global database of forest carbon stocks and fluxes. Ecology. DOI: 10.1002/ecy.2229.","ForC Database Team (lead: Kristina Anderson-Teixeira, Smithsonian Institution)","United States of America (USA)","TeixeiraK@si.edu",2021-10-08,"",5358,"Sharma_2010_tdac",0
"","5-FL-1","3.B.1.a","CARBON DIOXIDE (006)","","","Classified otherwise (OTH)","Biomass (biomass)","","","FAO ecological zone: Tropical moist forest; vegetation type: Trees, broadleaf, deciduous or with dominant deciduous component ; stand age: mature","country: India; state/province/region: Duggada; nearest city: Kotdwar; geographic coordinates: 29.78, 78.63; elevation: 1000 m; continent: Asia; Koeppen climate zone: Cwa; mean annual temperature: 20.4 degrees C; annual precipitation: 950 mm yr-1","ForC site: FT13 Banchuri-Sara (ID#: 621); ForC plot: Dry Siwalik Shorea robusta Gaertn. F. (Sal) (ID#: 850); ForC measurement ID: 5359; Date of Measurement: 2009; disturbance type: No disturbance; variable description: Total carbon in live biomass (above and below-ground).",83.17,"tonnes C/ha (274)","","NA ","Equations 2.14, 2.16","","Peer-reviewed journal","Sharma, C. M., Baduni, N. P., Gairola, S., Ghildiyal, S. K., & Suyal, S. (2010). Tree diversity and carbon stocks of some major forest types of Garhwal Himalaya, India. Forest Ecology and Management, 260(12), 2170-2179. doi:10.1016/j.foreco.2010.09.014","https://www.sciencedirect.com/science/article/pii/S0378112710005463?via%3Dihub","English","Four forest stands each of twenty major forest types in sub-tropical to temperate zones (350Â m asl-3100Â m asl) of Garhwal Himalaya were studied. The aim of the study was to assess the stem density, tree diversity, biomass and carbon stocks in these forests and make recommendations for forest management based on priorities for biodiversity protection and carbon sequestration. Stem density ranged between 295 and 850Â NÂ ha-1, while total biomass ranged from 129 to 533Â MgÂ ha-1. Total carbon storage ranged between 59 and 245Â MgÂ ha-1. The range of Shannon-Wiener diversity index was between 0.28 and 1.75. Most of the conifer-dominated forest types had higher carbon storage than broadleaf-dominated forest types. Protecting conifer-dominated stands, especially those dominated by Abies pindrow and Cedrus deodara, would have the largest impact, per unit area, on reducing carbon emissions from deforestation.","75.016","91.324","","","","","Other [e.g. Compiled] (3)","","","","","","confidence notes: 95%CI post-generated using z = 1.96 and se = 4.16; Data imported from the Global Forest Carbon database (ForC; https://forc-db.github.io/) : Anderson-Teixeira, K. J., M. M. H. Wang, J. C. McGarvey, V. Herrmann, A. J. Tepley, B. P. Bond-Lamberty, and D. S. LeBauer (2018) ForC: a global database of forest carbon stocks and fluxes. Ecology. DOI: 10.1002/ecy.2229.","ForC Database Team (lead: Kristina Anderson-Teixeira, Smithsonian Institution)","United States of America (USA)","TeixeiraK@si.edu",2021-10-08,"",5359,"Sharma_2010_tdac",0
"","5-FL-1","3.B.1.a","CARBON DIOXIDE (006)","","","Below-ground biomass [BGB] (BGB)","Biomass: root component (biomass_root)","","","FAO ecological zone: Tropical moist forest; vegetation type: Trees, broadleaf, deciduous or with dominant deciduous component ; stand age: mature","country: India; state/province/region: Duggada; nearest city: Kotdwar; geographic coordinates: 29.78, 78.63; elevation: 1000 m; continent: Asia; Koeppen climate zone: Cwa; mean annual temperature: 20.4 degrees C; annual precipitation: 950 mm yr-1","ForC site: FT13 Banchuri-Sara (ID#: 621); ForC plot: Dry Siwalik Shorea robusta Gaertn. F. (Sal) (ID#: 850); ForC measurement ID: 5360; Date of Measurement: 2009; disturbance type: No disturbance; variable description: Total carbon in root biomass",11.4,"tonnes C/ha (274)","","NA ","Equations 2.14, 2.16","","Peer-reviewed journal","Sharma, C. M., Baduni, N. P., Gairola, S., Ghildiyal, S. K., & Suyal, S. (2010). Tree diversity and carbon stocks of some major forest types of Garhwal Himalaya, India. Forest Ecology and Management, 260(12), 2170-2179. doi:10.1016/j.foreco.2010.09.014","https://www.sciencedirect.com/science/article/pii/S0378112710005463?via%3Dihub","English","Four forest stands each of twenty major forest types in sub-tropical to temperate zones (350Â m asl-3100Â m asl) of Garhwal Himalaya were studied. The aim of the study was to assess the stem density, tree diversity, biomass and carbon stocks in these forests and make recommendations for forest management based on priorities for biodiversity protection and carbon sequestration. Stem density ranged between 295 and 850Â NÂ ha-1, while total biomass ranged from 129 to 533Â MgÂ ha-1. Total carbon storage ranged between 59 and 245Â MgÂ ha-1. The range of Shannon-Wiener diversity index was between 0.28 and 1.75. Most of the conifer-dominated forest types had higher carbon storage than broadleaf-dominated forest types. Protecting conifer-dominated stands, especially those dominated by Abies pindrow and Cedrus deodara, would have the largest impact, per unit area, on reducing carbon emissions from deforestation.","Unknown","Unknown","","","","","Other [e.g. Compiled] (3)","","","","","","Data imported from the Global Forest Carbon database (ForC; https://forc-db.github.io/) : Anderson-Teixeira, K. J., M. M. H. Wang, J. C. McGarvey, V. Herrmann, A. J. Tepley, B. P. Bond-Lamberty, and D. S. LeBauer (2018) ForC: a global database of forest carbon stocks and fluxes. Ecology. DOI: 10.1002/ecy.2229.","ForC Database Team (lead: Kristina Anderson-Teixeira, Smithsonian Institution)","United States of America (USA)","TeixeiraK@si.edu",2021-10-08,"",5360,"Sharma_2010_tdac",0
"","5-FL-1, 5-GL-1","3.B.1.a, 3.B.3.a","CARBON DIOXIDE (006),CARBON MONOXIDE (005),METHANE (004),NITROGEN OXIDES (NO+NO2) (002),NITROUS OXIDE (007)","","","Above-ground biomass [AGB] (AGB)","Aboveground Biomass (biomass_ag)","","","FAO ecological zone: Tropical shrubland; vegetation type: Trees, broadleaf, deciduous or with dominant deciduous component ; stand age: mature","country: India; state/province/region: Uttar Pradesh; geographic coordinates: 28.49, 78.76; elevation: 405 m; continent: Asia; Koeppen climate zone: Cwa; mean annual temperature: 24.9 degrees C; annual precipitation: 2080 mm yr-1","ForC site: FT14 Kalagarh (ID#: 622); ForC plot: Moist Shorea robusta Gaertn. F. (Sal) Savannah (ID#: 851); ForC measurement ID: 5361; Date of Measurement: 2009; disturbance type: No disturbance; variable description: Total live aboveground biomass.",207.55,"tonnes dry matter/ha (954)","","NA ","Equations 2.14, 2.16, 2.27","","Peer-reviewed journal","Sharma, C. M., Baduni, N. P., Gairola, S., Ghildiyal, S. K., & Suyal, S. (2010). Tree diversity and carbon stocks of some major forest types of Garhwal Himalaya, India. Forest Ecology and Management, 260(12), 2170-2179. doi:10.1016/j.foreco.2010.09.014","https://www.sciencedirect.com/science/article/pii/S0378112710005463?via%3Dihub","English","Four forest stands each of twenty major forest types in sub-tropical to temperate zones (350Â m asl-3100Â m asl) of Garhwal Himalaya were studied. The aim of the study was to assess the stem density, tree diversity, biomass and carbon stocks in these forests and make recommendations for forest management based on priorities for biodiversity protection and carbon sequestration. Stem density ranged between 295 and 850Â NÂ ha-1, while total biomass ranged from 129 to 533Â MgÂ ha-1. Total carbon storage ranged between 59 and 245Â MgÂ ha-1. The range of Shannon-Wiener diversity index was between 0.28 and 1.75. Most of the conifer-dominated forest types had higher carbon storage than broadleaf-dominated forest types. Protecting conifer-dominated stands, especially those dominated by Abies pindrow and Cedrus deodara, would have the largest impact, per unit area, on reducing carbon emissions from deforestation.","183.462","231.638","","","","","Other [e.g. Compiled] (3)","","","","","","confidence notes: 95%CI post-generated using z = 1.96 and se = 12.29; Data imported from the Global Forest Carbon database (ForC; https://forc-db.github.io/) : Anderson-Teixeira, K. J., M. M. H. Wang, J. C. McGarvey, V. Herrmann, A. J. Tepley, B. P. Bond-Lamberty, and D. S. LeBauer (2018) ForC: a global database of forest carbon stocks and fluxes. Ecology. DOI: 10.1002/ecy.2229.","ForC Database Team (lead: Kristina Anderson-Teixeira, Smithsonian Institution)","United States of America (USA)","TeixeiraK@si.edu",2021-10-08,"",5361,"Sharma_2010_tdac",0
"","5-FL-1, 5-GL-1","3.B.1.a, 3.B.3.a","CARBON DIOXIDE (006)","","","Classified otherwise (OTH)","Biomass (biomass)","","","FAO ecological zone: Tropical shrubland; vegetation type: Trees, broadleaf, deciduous or with dominant deciduous component ; stand age: mature","country: India; state/province/region: Uttar Pradesh; geographic coordinates: 28.49, 78.76; elevation: 405 m; continent: Asia; Koeppen climate zone: Cwa; mean annual temperature: 24.9 degrees C; annual precipitation: 2080 mm yr-1","ForC site: FT14 Kalagarh (ID#: 622); ForC plot: Moist Shorea robusta Gaertn. F. (Sal) Savannah (ID#: 851); ForC measurement ID: 5362; Date of Measurement: 2009; disturbance type: No disturbance; variable description: Total carbon in live biomass (above and below-ground).",119.15,"tonnes C/ha (274)","","NA ","Equations 2.14, 2.16","","Peer-reviewed journal","Sharma, C. M., Baduni, N. P., Gairola, S., Ghildiyal, S. K., & Suyal, S. (2010). Tree diversity and carbon stocks of some major forest types of Garhwal Himalaya, India. Forest Ecology and Management, 260(12), 2170-2179. doi:10.1016/j.foreco.2010.09.014","https://www.sciencedirect.com/science/article/pii/S0378112710005463?via%3Dihub","English","Four forest stands each of twenty major forest types in sub-tropical to temperate zones (350Â m asl-3100Â m asl) of Garhwal Himalaya were studied. The aim of the study was to assess the stem density, tree diversity, biomass and carbon stocks in these forests and make recommendations for forest management based on priorities for biodiversity protection and carbon sequestration. Stem density ranged between 295 and 850Â NÂ ha-1, while total biomass ranged from 129 to 533Â MgÂ ha-1. Total carbon storage ranged between 59 and 245Â MgÂ ha-1. The range of Shannon-Wiener diversity index was between 0.28 and 1.75. Most of the conifer-dominated forest types had higher carbon storage than broadleaf-dominated forest types. Protecting conifer-dominated stands, especially those dominated by Abies pindrow and Cedrus deodara, would have the largest impact, per unit area, on reducing carbon emissions from deforestation.","105.646","132.654","","","","","Other [e.g. Compiled] (3)","","","","","","confidence notes: 95%CI post-generated using z = 1.96 and se = 6.89; Data imported from the Global Forest Carbon database (ForC; https://forc-db.github.io/) : Anderson-Teixeira, K. J., M. M. H. Wang, J. C. McGarvey, V. Herrmann, A. J. Tepley, B. P. Bond-Lamberty, and D. S. LeBauer (2018) ForC: a global database of forest carbon stocks and fluxes. Ecology. DOI: 10.1002/ecy.2229.","ForC Database Team (lead: Kristina Anderson-Teixeira, Smithsonian Institution)","United States of America (USA)","TeixeiraK@si.edu",2021-10-08,"",5362,"Sharma_2010_tdac",0
"","5-FL-1, 5-GL-1","3.B.1.a, 3.B.3.a","CARBON DIOXIDE (006)","","","Below-ground biomass [BGB] (BGB)","Biomass: root component (biomass_root)","","","FAO ecological zone: Tropical shrubland; vegetation type: Trees, broadleaf, deciduous or with dominant deciduous component ; stand age: mature","country: India; state/province/region: Uttar Pradesh; geographic coordinates: 28.49, 78.76; elevation: 405 m; continent: Asia; Koeppen climate zone: Cwa; mean annual temperature: 24.9 degrees C; annual precipitation: 2080 mm yr-1","ForC site: FT14 Kalagarh (ID#: 622); ForC plot: Moist Shorea robusta Gaertn. F. (Sal) Savannah (ID#: 851); ForC measurement ID: 5363; Date of Measurement: 2009; disturbance type: No disturbance; variable description: Total carbon in root biomass",15.4,"tonnes C/ha (274)","","NA ","Equations 2.14, 2.16","","Peer-reviewed journal","Sharma, C. M., Baduni, N. P., Gairola, S., Ghildiyal, S. K., & Suyal, S. (2010). Tree diversity and carbon stocks of some major forest types of Garhwal Himalaya, India. Forest Ecology and Management, 260(12), 2170-2179. doi:10.1016/j.foreco.2010.09.014","https://www.sciencedirect.com/science/article/pii/S0378112710005463?via%3Dihub","English","Four forest stands each of twenty major forest types in sub-tropical to temperate zones (350Â m asl-3100Â m asl) of Garhwal Himalaya were studied. The aim of the study was to assess the stem density, tree diversity, biomass and carbon stocks in these forests and make recommendations for forest management based on priorities for biodiversity protection and carbon sequestration. Stem density ranged between 295 and 850Â NÂ ha-1, while total biomass ranged from 129 to 533Â MgÂ ha-1. Total carbon storage ranged between 59 and 245Â MgÂ ha-1. The range of Shannon-Wiener diversity index was between 0.28 and 1.75. Most of the conifer-dominated forest types had higher carbon storage than broadleaf-dominated forest types. Protecting conifer-dominated stands, especially those dominated by Abies pindrow and Cedrus deodara, would have the largest impact, per unit area, on reducing carbon emissions from deforestation.","Unknown","Unknown","","","","","Other [e.g. Compiled] (3)","","","","","","Data imported from the Global Forest Carbon database (ForC; https://forc-db.github.io/) : Anderson-Teixeira, K. J., M. M. H. Wang, J. C. McGarvey, V. Herrmann, A. J. Tepley, B. P. Bond-Lamberty, and D. S. LeBauer (2018) ForC: a global database of forest carbon stocks and fluxes. Ecology. DOI: 10.1002/ecy.2229.","ForC Database Team (lead: Kristina Anderson-Teixeira, Smithsonian Institution)","United States of America (USA)","TeixeiraK@si.edu",2021-10-08,"",5363,"Sharma_2010_tdac",0
"","5-FL-1","3.B.1.a","CARBON DIOXIDE (006),CARBON MONOXIDE (005),METHANE (004),NITROGEN OXIDES (NO+NO2) (002),NITROUS OXIDE (007)","","","Above-ground biomass [AGB] (AGB)","Aboveground Biomass (biomass_ag)","","","FAO ecological zone: Tropical moist forest; vegetation type: Trees, broadleaf, deciduous or with dominant deciduous component ; stand age: mature","country: India; state/province/region: Uttarakhand; geographic coordinates: 29.576, 79.104; elevation: 530 m; continent: Asia; Koeppen climate zone: Cwa; mean annual temperature: 22.9 degrees C; annual precipitation: 2160 mm yr-1","ForC site: FT15 Nayar (ID#: 623); ForC plot: Riverian Shorea robusta Gaertn. F. (Sal) (ID#: 852); ForC measurement ID: 5364; Date of Measurement: 2009; disturbance type: No disturbance; variable description: Total live aboveground biomass.",186.42,"tonnes dry matter/ha (954)","","NA ","Equations 2.14, 2.16, 2.27","","Peer-reviewed journal","Sharma, C. M., Baduni, N. P., Gairola, S., Ghildiyal, S. K., & Suyal, S. (2010). Tree diversity and carbon stocks of some major forest types of Garhwal Himalaya, India. Forest Ecology and Management, 260(12), 2170-2179. doi:10.1016/j.foreco.2010.09.014","https://www.sciencedirect.com/science/article/pii/S0378112710005463?via%3Dihub","English","Four forest stands each of twenty major forest types in sub-tropical to temperate zones (350Â m asl-3100Â m asl) of Garhwal Himalaya were studied. The aim of the study was to assess the stem density, tree diversity, biomass and carbon stocks in these forests and make recommendations for forest management based on priorities for biodiversity protection and carbon sequestration. Stem density ranged between 295 and 850Â NÂ ha-1, while total biomass ranged from 129 to 533Â MgÂ ha-1. Total carbon storage ranged between 59 and 245Â MgÂ ha-1. The range of Shannon-Wiener diversity index was between 0.28 and 1.75. Most of the conifer-dominated forest types had higher carbon storage than broadleaf-dominated forest types. Protecting conifer-dominated stands, especially those dominated by Abies pindrow and Cedrus deodara, would have the largest impact, per unit area, on reducing carbon emissions from deforestation.","162.939","209.901","","","","","Other [e.g. Compiled] (3)","","","","","","confidence notes: 95%CI post-generated using z = 1.96 and se = 11.98; Data imported from the Global Forest Carbon database (ForC; https://forc-db.github.io/) : Anderson-Teixeira, K. J., M. M. H. Wang, J. C. McGarvey, V. Herrmann, A. J. Tepley, B. P. Bond-Lamberty, and D. S. LeBauer (2018) ForC: a global database of forest carbon stocks and fluxes. Ecology. DOI: 10.1002/ecy.2229.","ForC Database Team (lead: Kristina Anderson-Teixeira, Smithsonian Institution)","United States of America (USA)","TeixeiraK@si.edu",2021-10-08,"",5364,"Sharma_2010_tdac",0
"","5-FL-1","3.B.1.a","CARBON DIOXIDE (006)","","","Classified otherwise (OTH)","Biomass (biomass)","","","FAO ecological zone: Tropical moist forest; vegetation type: Trees, broadleaf, deciduous or with dominant deciduous component ; stand age: mature","country: India; state/province/region: Uttarakhand; geographic coordinates: 29.576, 79.104; elevation: 530 m; continent: Asia; Koeppen climate zone: Cwa; mean annual temperature: 22.9 degrees C; annual precipitation: 2160 mm yr-1","ForC site: FT15 Nayar (ID#: 623); ForC plot: Riverian Shorea robusta Gaertn. F. (Sal) (ID#: 852); ForC measurement ID: 5365; Date of Measurement: 2009; disturbance type: No disturbance; variable description: Total carbon in live biomass (above and below-ground).",107.28,"tonnes C/ha (274)","","NA ","Equations 2.14, 2.16","","Peer-reviewed journal","Sharma, C. M., Baduni, N. P., Gairola, S., Ghildiyal, S. K., & Suyal, S. (2010). Tree diversity and carbon stocks of some major forest types of Garhwal Himalaya, India. Forest Ecology and Management, 260(12), 2170-2179. doi:10.1016/j.foreco.2010.09.014","https://www.sciencedirect.com/science/article/pii/S0378112710005463?via%3Dihub","English","Four forest stands each of twenty major forest types in sub-tropical to temperate zones (350Â m asl-3100Â m asl) of Garhwal Himalaya were studied. The aim of the study was to assess the stem density, tree diversity, biomass and carbon stocks in these forests and make recommendations for forest management based on priorities for biodiversity protection and carbon sequestration. Stem density ranged between 295 and 850Â NÂ ha-1, while total biomass ranged from 129 to 533Â MgÂ ha-1. Total carbon storage ranged between 59 and 245Â MgÂ ha-1. The range of Shannon-Wiener diversity index was between 0.28 and 1.75. Most of the conifer-dominated forest types had higher carbon storage than broadleaf-dominated forest types. Protecting conifer-dominated stands, especially those dominated by Abies pindrow and Cedrus deodara, would have the largest impact, per unit area, on reducing carbon emissions from deforestation.","94.05","120.51","","","","","Other [e.g. Compiled] (3)","","","","","","confidence notes: 95%CI post-generated using z = 1.96 and se = 6.75; Data imported from the Global Forest Carbon database (ForC; https://forc-db.github.io/) : Anderson-Teixeira, K. J., M. M. H. Wang, J. C. McGarvey, V. Herrmann, A. J. Tepley, B. P. Bond-Lamberty, and D. S. LeBauer (2018) ForC: a global database of forest carbon stocks and fluxes. Ecology. DOI: 10.1002/ecy.2229.","ForC Database Team (lead: Kristina Anderson-Teixeira, Smithsonian Institution)","United States of America (USA)","TeixeiraK@si.edu",2021-10-08,"",5365,"Sharma_2010_tdac",0
"","5-FL-1","3.B.1.a","CARBON DIOXIDE (006)","","","Below-ground biomass [BGB] (BGB)","Biomass: root component (biomass_root)","","","FAO ecological zone: Tropical moist forest; vegetation type: Trees, broadleaf, deciduous or with dominant deciduous component ; stand age: mature","country: India; state/province/region: Uttarakhand; geographic coordinates: 29.576, 79.104; elevation: 530 m; continent: Asia; Koeppen climate zone: Cwa; mean annual temperature: 22.9 degrees C; annual precipitation: 2160 mm yr-1","ForC site: FT15 Nayar (ID#: 623); ForC plot: Riverian Shorea robusta Gaertn. F. (Sal) (ID#: 852); ForC measurement ID: 5366; Date of Measurement: 2009; disturbance type: No disturbance; variable description: Total carbon in root biomass",14.1,"tonnes C/ha (274)","","NA ","Equations 2.14, 2.16","","Peer-reviewed journal","Sharma, C. M., Baduni, N. P., Gairola, S., Ghildiyal, S. K., & Suyal, S. (2010). Tree diversity and carbon stocks of some major forest types of Garhwal Himalaya, India. Forest Ecology and Management, 260(12), 2170-2179. doi:10.1016/j.foreco.2010.09.014","https://www.sciencedirect.com/science/article/pii/S0378112710005463?via%3Dihub","English","Four forest stands each of twenty major forest types in sub-tropical to temperate zones (350Â m asl-3100Â m asl) of Garhwal Himalaya were studied. The aim of the study was to assess the stem density, tree diversity, biomass and carbon stocks in these forests and make recommendations for forest management based on priorities for biodiversity protection and carbon sequestration. Stem density ranged between 295 and 850Â NÂ ha-1, while total biomass ranged from 129 to 533Â MgÂ ha-1. Total carbon storage ranged between 59 and 245Â MgÂ ha-1. The range of Shannon-Wiener diversity index was between 0.28 and 1.75. Most of the conifer-dominated forest types had higher carbon storage than broadleaf-dominated forest types. Protecting conifer-dominated stands, especially those dominated by Abies pindrow and Cedrus deodara, would have the largest impact, per unit area, on reducing carbon emissions from deforestation.","Unknown","Unknown","","","","","Other [e.g. Compiled] (3)","","","","","","Data imported from the Global Forest Carbon database (ForC; https://forc-db.github.io/) : Anderson-Teixeira, K. J., M. M. H. Wang, J. C. McGarvey, V. Herrmann, A. J. Tepley, B. P. Bond-Lamberty, and D. S. LeBauer (2018) ForC: a global database of forest carbon stocks and fluxes. Ecology. DOI: 10.1002/ecy.2229.","ForC Database Team (lead: Kristina Anderson-Teixeira, Smithsonian Institution)","United States of America (USA)","TeixeiraK@si.edu",2021-10-08,"",5366,"Sharma_2010_tdac",0
